(asenv) altsai@Hercules:~/eden/edenTransfer$ python store_fits.py --dryrun /home/altsai/eden/LOT20191007_mod/ | tee LOT20191007_dryrun.log

Bucket successfully loaded! eden-data
434 files found
Storing data to the S3 archive!
Doing a dry run - uploads will not be committed.
Verbose output enabled.
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@201507-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@201507-Eden.fits (file already exists) (368/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@201619-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@201619-Eden.fits (file already exists) (369/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@201731-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@201731-Eden.fits (file already exists) (370/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@201843-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@201843-Eden.fits (file already exists) (371/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@201955-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@201955-Eden.fits (file already exists) (372/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@202106-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@202106-Eden.fits (file already exists) (373/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@202218-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@202218-Eden.fits (file already exists) (374/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@202330-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@202330-Eden.fits (file already exists) (375/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@202441-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@202441-Eden.fits (file already exists) (376/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@202553-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@202553-Eden.fits (file already exists) (377/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@202705-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@202705-Eden.fits (file already exists) (378/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@202816-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@202816-Eden.fits (file already exists) (379/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@202928-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@202928-Eden.fits (file already exists) (380/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@203040-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@203040-Eden.fits (file already exists) (381/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@203151-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@203151-Eden.fits (file already exists) (382/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@203302-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@203302-Eden.fits (file already exists) (383/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@203414-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@203414-Eden.fits (file already exists) (384/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@203525-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@203525-Eden.fits (file already exists) (385/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@203637-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@203637-Eden.fits (file already exists) (386/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@203749-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@203749-Eden.fits (file already exists) (387/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@203900-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@203900-Eden.fits (file already exists) (388/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@204012-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@204012-Eden.fits (file already exists) (389/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@204123-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@204123-Eden.fits (file already exists) (390/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@204235-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@204235-Eden.fits (file already exists) (391/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@204346-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@204346-Eden.fits (file already exists) (392/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@204458-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@204458-Eden.fits (file already exists) (393/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@204609-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@204609-Eden.fits (file already exists) (394/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Bias-20191007@205011-000S.fts -> s3://eden-data/Calibrations/LOT/BIAS/2019-10-07/Bias-20191007@205011-000S.fits (file already exists) (395/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Bias-20191007@205020-000S.fts -> s3://eden-data/Calibrations/LOT/BIAS/2019-10-07/Bias-20191007@205020-000S.fits (file already exists) (396/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Bias-20191007@205027-000S.fts -> s3://eden-data/Calibrations/LOT/BIAS/2019-10-07/Bias-20191007@205027-000S.fits (file already exists) (397/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Bias-20191007@205034-000S.fts -> s3://eden-data/Calibrations/LOT/BIAS/2019-10-07/Bias-20191007@205034-000S.fits (file already exists) (398/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Bias-20191007@205041-000S.fts -> s3://eden-data/Calibrations/LOT/BIAS/2019-10-07/Bias-20191007@205041-000S.fits (file already exists) (399/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Bias-20191007@205048-000S.fts -> s3://eden-data/Calibrations/LOT/BIAS/2019-10-07/Bias-20191007@205048-000S.fits (file already exists) (400/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Bias-20191007@205054-000S.fts -> s3://eden-data/Calibrations/LOT/BIAS/2019-10-07/Bias-20191007@205054-000S.fits (file already exists) (401/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Bias-20191007@205101-000S.fts -> s3://eden-data/Calibrations/LOT/BIAS/2019-10-07/Bias-20191007@205101-000S.fits (file already exists) (402/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Bias-20191007@205108-000S.fts -> s3://eden-data/Calibrations/LOT/BIAS/2019-10-07/Bias-20191007@205108-000S.fits (file already exists) (403/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Bias-20191007@205115-000S.fts -> s3://eden-data/Calibrations/LOT/BIAS/2019-10-07/Bias-20191007@205115-000S.fits (file already exists) (404/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Dark-20191007@205122-300S.fts -> s3://eden-data/Calibrations/LOT/DARK/2019-10-07/Dark-20191007@205122-300S.fits (file already exists) (405/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Dark-20191007@205629-300S.fts -> s3://eden-data/Calibrations/LOT/DARK/2019-10-07/Dark-20191007@205629-300S.fits (file already exists) (406/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Dark-20191007@210136-300S.fts -> s3://eden-data/Calibrations/LOT/DARK/2019-10-07/Dark-20191007@210136-300S.fits (file already exists) (407/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Dark-20191007@210642-300S.fts -> s3://eden-data/Calibrations/LOT/DARK/2019-10-07/Dark-20191007@210642-300S.fits (file already exists) (408/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Dark-20191007@211149-300S.fts -> s3://eden-data/Calibrations/LOT/DARK/2019-10-07/Dark-20191007@211149-300S.fits (file already exists) (409/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Dark-20191007@211656-300S.fts -> s3://eden-data/Calibrations/LOT/DARK/2019-10-07/Dark-20191007@211656-300S.fits (file already exists) (410/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Dark-20191007@212202-300S.fts -> s3://eden-data/Calibrations/LOT/DARK/2019-10-07/Dark-20191007@212202-300S.fits (file already exists) (411/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Dark-20191007@212709-300S.fts -> s3://eden-data/Calibrations/LOT/DARK/2019-10-07/Dark-20191007@212709-300S.fits (file already exists) (412/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Dark-20191007@213216-300S.fts -> s3://eden-data/Calibrations/LOT/DARK/2019-10-07/Dark-20191007@213216-300S.fits (file already exists) (413/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Dark-20191007@213723-300S.fts -> s3://eden-data/Calibrations/LOT/DARK/2019-10-07/Dark-20191007@213723-300S.fits (file already exists) (414/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Dark-20191007@214231-060S.fts -> s3://eden-data/Calibrations/LOT/DARK/2019-10-07/Dark-20191007@214231-060S.fits (file already exists) (415/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Dark-20191007@214338-060S.fts -> s3://eden-data/Calibrations/LOT/DARK/2019-10-07/Dark-20191007@214338-060S.fits (file already exists) (416/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Dark-20191007@214444-060S.fts -> s3://eden-data/Calibrations/LOT/DARK/2019-10-07/Dark-20191007@214444-060S.fits (file already exists) (417/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Dark-20191007@214551-060S.fts -> s3://eden-data/Calibrations/LOT/DARK/2019-10-07/Dark-20191007@214551-060S.fits (file already exists) (418/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Dark-20191007@214658-060S.fts -> s3://eden-data/Calibrations/LOT/DARK/2019-10-07/Dark-20191007@214658-060S.fits (file already exists) (419/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Dark-20191007@214805-060S.fts -> s3://eden-data/Calibrations/LOT/DARK/2019-10-07/Dark-20191007@214805-060S.fits (file already exists) (420/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Dark-20191007@214911-060S.fts -> s3://eden-data/Calibrations/LOT/DARK/2019-10-07/Dark-20191007@214911-060S.fits (file already exists) (421/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Dark-20191007@215018-060S.fts -> s3://eden-data/Calibrations/LOT/DARK/2019-10-07/Dark-20191007@215018-060S.fits (file already exists) (422/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Dark-20191007@215124-060S.fts -> s3://eden-data/Calibrations/LOT/DARK/2019-10-07/Dark-20191007@215124-060S.fits (file already exists) (423/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Dark-20191007@215231-060S.fts -> s3://eden-data/Calibrations/LOT/DARK/2019-10-07/Dark-20191007@215231-060S.fits (file already exists) (424/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Dark-20191007@215339-100S.fts -> s3://eden-data/Calibrations/LOT/DARK/2019-10-07/Dark-20191007@215339-100S.fits (file already exists) (425/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Dark-20191007@215525-100S.fts -> s3://eden-data/Calibrations/LOT/DARK/2019-10-07/Dark-20191007@215525-100S.fits (file already exists) (426/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Dark-20191007@215712-100S.fts -> s3://eden-data/Calibrations/LOT/DARK/2019-10-07/Dark-20191007@215712-100S.fits (file already exists) (427/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Dark-20191007@215859-100S.fts -> s3://eden-data/Calibrations/LOT/DARK/2019-10-07/Dark-20191007@215859-100S.fits (file already exists) (428/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Dark-20191007@220045-100S.fts -> s3://eden-data/Calibrations/LOT/DARK/2019-10-07/Dark-20191007@220045-100S.fits (file already exists) (429/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Dark-20191007@220232-100S.fts -> s3://eden-data/Calibrations/LOT/DARK/2019-10-07/Dark-20191007@220232-100S.fits (file already exists) (430/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Dark-20191007@220418-100S.fts -> s3://eden-data/Calibrations/LOT/DARK/2019-10-07/Dark-20191007@220418-100S.fits (file already exists) (431/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Dark-20191007@220605-100S.fts -> s3://eden-data/Calibrations/LOT/DARK/2019-10-07/Dark-20191007@220605-100S.fits (file already exists) (432/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Dark-20191007@220751-100S.fts -> s3://eden-data/Calibrations/LOT/DARK/2019-10-07/Dark-20191007@220751-100S.fits (file already exists) (433/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/Dark-20191007@220938-100S.fts -> s3://eden-data/Calibrations/LOT/DARK/2019-10-07/Dark-20191007@220938-100S.fits (file already exists) (434/434) (dry run)

Dry run complete! Run again without --dryrun to commit the changes above.
Stored: 0 files (0.0 GB)
Skipped: 434 files (3.6 GB)
